NAMA,NPWP,skala_usaha,nilai_transaksi,jumlah_transaksi,score
Connects,098535633953555,1,,,
Conroy Spencer And Pouros,561449203956555,1,,,
Cookie Connect,307235807980555,1,,,
Cookie Corner,572887625953555,1,,,
Cookie Nation,263689405858555,1,84502016,18,59.69
Cookie Queen,205814853068555,1,2895934144,66,55.89
Corian,113407848088555,1,,,
Corkery Watsica And Bernier,565266274502555,1,,,
Cornerview,512016184952555,1,9778515,5,42.02
Corvell,567754036957555,1,7492859442,235,13.23
Cosmos,285317977672555,1,6192733465,195,32.04
Cream City,575820961956555,1,,,
Crest,595390033889555,1,,,
Crewbar,452415024907555,1,,,
Crispy Treats,360979289907555,1,,,
Criterion,563219240670555,1,,,
Croissant,567861120769555,1,,,
Crona Lind And Ruecker,560967827507555,1,,,
Crooks Kreiger And Auer,560569781677555,1,,,
Crooks Kuvalis And Ondricka,497170541672555,1,,,
Crown,862147449987555,1,9292269432,815,16.14
Crytal Spire,868469880070555,1,,,
Cuba Life,799204048068555,1,,,
Curve Bell,455655735952555,1,423494440,8,61.35
Curvy,378632116998555,1,,,
Cutipie,860138127961555,1,,,
Da Chic,567562835952555,1,,,
Da Duck,579542544871555,1,,,
Dad Dirty,203594414971555,1,689500665,15,10.78
Daddy Day,569060697867555,1,4855081240,70,12.12
Daily Delight,566502289952555,1,,,
Daily Dream,568216712866556,1,,,
Dailyfit,866400653971555,1,2070496680,520,21.53
Dairy Enjoy,560971977960556,1,,,
Dairy First,862205454906555,1,,,
Dairy Melody,277742123970555,1,225454916,14,61.35
Dairy Shadow,860932166991555,1,1416772827,3,61.35
Dairy Valley,212625748953555,1,449263330,6,40.17
Dairydust,562716123768555,1,,,
Dajjarra,695043260656555,1,,,
Damn Good,367667844998555,1,,,
Dangy,566829419286555,1,211057315,46,63.06
Dangy Dee,572386006088555,1,,,
Daniel  Kertzmann,511566718767555,1,,,
Dare Llc,517430354964555,1,,,
Darsh,522228819068555,1,,,
DaviS,309975792981555,1,4271925871,391,26.67
Davis Kohler And Thiel,561204186869555,1,,,
Day Joy,860764882950555,1,950587215,13,41.76
De Luce,455324007056555,1,9413938388,223,10.35
Deck,569126720277555,1,,,
Decoy,862538524969555,1,,,
Degree,271555739987555,1,,,
Delite,355190136968555,1,,,
Delites,253658923953555,1,,,
Dell Felt,480216030900555,1,,,
DePise,479858663908555,1,,,
Derben Daily,579509166058555,1,3638849705,193,11.38
Desert Drum,365077475966555,1,2821482872,68,42.37
Desi Fit,575409773957555,1,,,
Design Bot,573055345776555,1,2107786440,38,30.80
Design Cave,201607774951555,1,3089466,1,61.35
Design Crunch,860889606063555,1,,,
Desire,512078513997556,1,,,
Digimove,567389389971555,1,4614441453,165,10.89
Diginpix,560446143097555,1,,,
Dingleberry,868667608991555,1,,,
Dirty Date,367761835951555,1,1834153875,25,40.17
Dirty Dog,867245727906555,1,3103301569,89,10.37
Dirty Dogs,562931506670555,1,,,
Discovery,579587301868555,1,,,
Divya Varsh,766978131981555,1,,,
Doodley Doo,391086888100555,1,5752316019,67,32.86
Dorella,526401725088555,1,5505342468,174,22.73
Dotto,567843938886555,1,,,
Double Dutch,354900190987555,1,,,
Dough Knot,309130228068555,1,5364205984,96,44.94
Dove Tail,576136367767555,1,,,
Doyle Bosco And Blanda,399881587076555,1,792281652,37,62.41
Drag It,572882103997556,1,,,
Dranz,306022204958555,1,6285594580,23,30.69
Dream Boxes,587718551088555,1,,,
Dream Bunch,561994481957556,1,,,
Dream Frosting,585754638886555,1,737071991,8,61.35
Drin Dran,578550383950555,1,,,
Drumstick,567860876769555,1,,,
Dude,869193428964555,1,,,
Duolight,572121716074555,1,7038361019,96,42.97
Durgan Llc,564397492592555,1,4039666621,744,31.69
Dusont,525336239956555,1,,,
Earth Rise,566635436886555,1,,,
East Of Eden,561960704061555,1,7677136631,376,18.71
East Wood,569163648869555,1,,,
Ecovista,569392496367555,1,,,
Edge,568772524957556,1,75942758,6,62.69
Edifice,562372669886555,1,,,
EdwardS,588970215070555,1,2281102868,162,12.46
Effertz Group,577552941679556,1,,,
Egypt Eagle,595543296057555,1,633191551,213,58.97
El Canto,205388518952555,1,,,
El Echo,869937150906555,1,145347510,2,61.35
Elegente,491000405777555,1,,,
Elet,512478010866555,1,,,
Elita,860313801051555,1,191722071,30,61.35
Elpro Concrete,575348484971555,1,8003408590,133,18.96
Elysir,568257518960555,1,,,
Eminence,519450903866555,1,,,
Eminente,862823726951555,1,2087736288,73,11.81
Emmerich  Johns,468626640670555,1,4176223238,114,10.64
Empire,512106041052555,1,2907776334,1213,60.50
Enclave,564678719950555,1,2213856635,57,40.34
Endura,560357482768555,1,,,
Endust,350973504989555,1,1928739753,206,57.41
Epic Moon,542422143456555,1,,,
Epic Taxi,575543926169555,1,1019014175,17,30.69
Era,766566565062555,1,538797889,30,59.17
Espire Spices,868110151061555,1,,,
Essence,577355204869555,1,,,
Eterna,575006496906555,1,2612033531,340,23.40
Ether,570900271872555,1,,,
Ever Hill Taste,359346728969555,1,,,
Evertime,310571511968555,1,423757483,23,30.69
Every Spices,575558116087555,1,,,
Extend Park,411889129060555,1,,,
Exxive,281977255179555,1,,,
Eze,862212698952555,1,1766767739,90,16.00
Facto,562717105768555,1,,,
Fadel Kuhlman And Monahan,562939560670555,1,1866253067,73,22.44
Farm Yoga,568727439968555,1,7070819881,579,19.44
Fay Howell And Bayer,572124710074555,1,,,
Fayette,862989420957555,1,,,
Feellasto,561963197061555,1,,,
Fern  Frost,563328603886555,1,,,
Fero Mero,289895582968555,1,3505315315,33,46.11
Ficcuss,566722638888556,1,,,
Fiesto,560181971058555,1,2563408461,236,19.93
Firefly,560605387886555,1,,,
First Cab,200396508073555,1,3858373439,45,10.94
First Craft,562581691967555,1,,,
First Hug,481541669909555,1,19277899,8,61.35
Firstfly,264865111974555,1,,,
Fisher  Shields,575719983050555,1,9555555555,1,61.35
Fitwist,399109161888555,1,414418930,13,62.07
Flagpole,560541366987555,1,,,
Flaky Crust,566635198886555,1,,,
Flame First,563195475051555,1,3203180343,10,32.04
Flavica,575097081159555,1,5953275803,84,20.25
Flesh Pond,560607789071555,1,,,
Florante,867212479973555,1,3042310256,33,32.04
Floss  Flirt,569137984179555,1,,,
Flubby,363095931954555,1,792666655,21,42.44
Fluora,566582554886555,1,,,
Flying Bingo,387600452277555,1,2324987648,45,61.35
Flying Memory,561504470906555,1,1026666660,12,61.35
Flying Minds,861679337097555,1,1636590026,20,30.69
Fogg,869796414974555,1,308820097,49,20.56
Food Nest,256872701497555,1,1247947399,88,62.47
Foodwave,119584550058555,1,6292606704,345,33.91
Forest Fear,572344690974555,1,,,
Foresta,115869708988555,1,,,
Forestin,468087165068555,1,352345016,14,11.87
Fortune,568642398967555,1,1276230,6,40.17
Fossillin,467881295969555,1,,,
Fow Fow,562416722959555,1,,,
Fragmatic,566636533886555,1,,,
Franny,869434493970555,1,735035220,12,61.35
Fray Ray,578815176098555,1,4657558069,372,14.65
Freeway,868974988957555,1,2203773435,17,55.43
Fresh Spice,860338893968555,1,,,
Freshodor,585379297159555,1,7858406671,112,35.17
Frisbee,311707381987555,1,5366211332,17,10.08
Fritz,379285229953555,1,704141100,20,46.04
From Nature,571466304971555,1,3370848451,136,14.28
Fructin,491011535777555,1,,,
Fruit Machine,118563399988555,1,7464320670,1054,42.42
Fruitaliya,573255333957555,1,1665465409,143,35.65
Fruitpack,568251271987555,1,6496514397,65,30.69
Fuelton,459410513079555,1,,,
Fulfill,565178808886555,1,,,
Fun Made,869598291952555,1,,,
Funk Inc,560380704991555,1,,,
Funk Okuneva And Marvin,563244105667555,1,303862807,67,62.69
Funpatch,526129427198555,1,2810058529,596,52.50
Fusion,391541237999555,1,,,
Fusion Taxi,288384774987555,1,,,
Fussion Fast,354770353998555,1,661941367,130,61.35
Future,562166766950555,1,,,
Gasperity,576578915158555,1,9930977736,210,11.85
Gau Slok,564673363971555,1,,,
Gaudhutra,570520101963555,1,695862,1,40.17
Gear,860311666087556,1,,,
Genext,564361148967555,1,,,
Gilly  Billy,575998700877555,1,,,
Ginger Bee,575009771286556,1,,,
Gleason Group,588812730569555,1,135490283,54,61.53
Glizzy Cream Biscuit,570257599407555,1,,,
Glorious,578911163954555,1,,,
Glover Gulgowski And Bartoletti,576473022502555,1,7165713368,225,12.09
Glow Life Lightier Company,860648424967555,1,,,
Go Cookie,533892274050555,1,1794771633,189,10.46
Goldcrest,573996110179555,1,2369578858,215,18.18
Good Bone,563255550051555,1,,,
Goodwin Group,765693772072555,1,,,
Goody Bisc,860741591171555,1,,,
Goody Goody,204306679984555,1,,,
Gorad,579915213991555,1,,,
Gorczany Group,585416303670556,1,,,
Gosh!,701345857977555,1,,,
Gossippicci,567528838957555,1,,,
Gozzip,794821509061555,1,,,
Grab Crabby,566570714856555,1,752475550,10,61.35
Gracious,566995236906555,1,1446056547,6,61.35
Gradient Machine,415241994957555,1,,,
Gradient Water,477363033980555,1,,,
Grainspot,308139834162555,1,,,
Gram Are,766939952906555,1,656807203,99,28.00
Grand Scale,574147499154555,1,,,
Grand Towers Bolinas,476246306063555,1,7944363657,126,35.00
Grande,573844260079555,1,,,
Granduer,352985690907555,1,,,
Granite,561243547957555,1,2997287468,160,54.11
Granite Planet,869581592052555,1,,,
Granola Fantasy Canteen,861100215973555,1,1703506172,64,61.35
Grant  O'Keefe,566599731977555,1,,,
Graphic Evidence,305784707168555,1,,,
Grappo,562391057991555,1,,,
Grave Ocean,569356170167556,1,,,
Grave Statements,575516595906555,1,,,
Gravity Donor,375407985971555,1,,,
Gray Bar,869243942988555,1,8155555,1,61.35
Greaseland,215836070073555,1,,,
Great Uncle Bulgaria,568733112981555,1,2267888880,16,30.69
Greedy Fries And Plugs,564179676961555,1,,,
Green Eyed Larry,567834285860555,1,,,
Green Hills And Satterfield,566610817764556,1,,,
Green Identity,577045161088555,1,,,
Greenspan,566762311161555,1,7555555555,1,61.35
Greenworld,527942572069555,1,,,
Grill,563184378051555,1,,,
Grim Again,510246593991555,1,,,
Grimes Group,566576820768555,1,,,
Gripbot,032335486172555,1,,,
Gristle,564463888193555,1,,,
Gristle Chips,561985481106555,1,,,
Grod,860098661990555,1,7195285298,578,22.06
Grome,562390380979555,1,9577968839,342,34.30
Groove,514190597950555,1,,,
Gulgowski Group,389466183776555,1,2236485723,17,8.34
Gully,566635255886555,1,,,
Guru Crew,370196623058555,1,2814039314,87,63.04
Guru Hopper,566706815277555,1,,,
Guru Logic,560939091996555,1,1316365,2,61.35
Guru Smile,205937340981555,1,1042094445,39,9.85
Guru Static,207708905170555,1,,,
Guru ToDo,560838392156555,1,9335818639,40044,68.88
Guru Too,587810743058555,1,5821911611,197,13.32
Guru Twine,595630836077556,1,7898142795,104,16.97
Gush,570676616066555,1,,,
Gush Cool,303379047980555,1,2698292880,116,59.05
Gusikowski  Schaden,398389384670555,1,4034732074,101,64.03
Gwenevere Experience,569372852978555,1,,,
Gwyneth Poultry,860310542076555,1,,,
Haag Fisher And Smith,596868015859555,1,,,
Habitat,576473824956555,1,,,
Habitrail Hole,560909241087555,1,,,
Hactor,350468125990555,1,6202285,5,60.09
Hair Element,566852211973555,1,3061459562,421,61.99
Hair Of The Doug,569360584169555,1,1210249965,103,31.81
Hairplane,967400717079555,1,,,
Hairs Of The Dog,570686037179555,1,,,
Half Full,519475233256555,1,1528973898,7,40.17
Half Full Future,595630836076555,1,,,
Half Life,560789058971555,1,,,
Hall Of Fame And Oates,571453757971555,1,263215462,30,22.08
Halvorson  Ziemann,575829360964555,1,3960171163,99,27.07
Ham Licker,567793994056555,1,10796252,26,61.51
Ham Rodeo,567834119860555,1,,,
Hambone,766630425956555,1,5535283985,112,61.95
Hambone Martian,571850467987555,1,1935555,1,40.17
HamFed Corn Flakes,579913216906555,1,,,
Hamill Gorczany And O'Reilly,561887248760555,1,,,
Hand  Weissnat,569381689956555,1,,,
Hang Fruits,562681416987555,1,2636743406,430,64.20
Hangin Tree,563024186367556,1,,,
Hanky Pancreas,560903970087555,1,7801269772,184,22.60
Happy Accident,566635388886555,1,,,
Happy Feet,575891341096555,1,1216538014,430,15.69
Happyjack,579904108991555,1,,,
Harber Treutel And Johnston,861230129518556,1,,,
Hardmix,765033223971555,1,,,
Harmonica Convergence,214153754992555,1,413416645,39,9.87
Harry Carry,519109396957556,1,,,
Hartmann  Dare,560568542677555,1,,,
Harvey Llc,280606838987555,1,150555,1,61.35
HasBroken,575084897159555,1,171714200,7,62.69
Head And Toe Purple,561289387076555,1,,,
Head Cheese,517047358950555,1,,,
Head Cheese Head,389154167376555,1,,,
Head Full Of Gilla,868714897063555,1,2807664348,140,18.85
Head Siv,562795251054555,1,,,
Headcheese Ltd,867416013906555,1,,,
Headway Strata,765070680100555,1,391659461,13,59.11
Health Tree,570772942950555,1,,,
Healthcarney,397325991192555,1,6279587754,76,62.54
Healthy Wealthy And Wiseass,518939472051555,1,,,
Heart Worms,863511205068555,1,7705676448,31,10.43
Heartest,302518854087555,1,1421472156,12,10.07
Heaven,561868032887555,1,,,
HeavenS Taste,115576461998555,1,,,
Heidi Heist,560900497087555,1,,,
Heidi Heist And The Ho Hoes,569776500974555,1,,,
Heidi Ho And The Heist,213808675957555,1,,,
Heir Bag,569442810978555,1,,,
Helix Hair Gel,568873555958555,1,107000516,15,30.36
Helixer,569406058981555,1,,,
Hell Lodi Kitty,562474612406556,1,13966665,3,61.35
Hell Proper,110529192172555,1,,,
Hell Toupee,564673272971555,1,1364367315,41,13.35
Helo Lita,570556075098556,1,,,
Hemet Buffers,510039137087555,1,,,
Hemi More,564765369097555,1,7978982997,432,22.99
Hence,560650736160555,1,,,
Herbal Euphoria,964222635060555,1,,,
Here 24,493453679154555,1,,,
Hermann  Gulgowski,578662675953555,1,,,
Herniated Disco,577744789167555,1,2375775,5,42.03
Hester Bereft,574530496052555,1,39441025,11,57.48
Hester Pure,576722968886555,1,,,
Hex,533870296050555,1,4840331355,9,12.72
Hey Buddha!,518535874952555,1,,,
Heyday Parade,561519528088556,1,,,
High Country,572882103996555,1,711111110,2,61.35
Highlands,862539712981555,1,,,
Hill Crest,575764514906555,1,,,
Hills Group,271522737573555,1,,,
Hintz Cassin And Beier,576022755779555,1,,,
Honey Dew,564652870958555,1,6706092652,304,64.22
Honeyfrey,566924699656555,1,,,
Honker,099151121068555,1,,,
Hooo!,967352761159555,1,,,
Horizon,562639772106555,1,6527579286,190,27.88
Hubtown,596152061172555,1,,,
Huel Reynolds And Harvey,563518389589555,1,,,
Hunk,282177960958555,1,,,
Hygyfeel,572703897982555,1,,,
I Synergy,515209554069555,1,,,
Idea Splash,461204946194555,1,876056399,53,61.41
Ideals,696590319278556,1,,,
Ideatic,306070791167555,1,,,
Ignite,264396545158555,1,100328550,10,30.68
Illumine Lightings,265150990966555,1,,,
Impact,566868773959555,1,,,
Imperia,511480429950555,1,22077890,10,61.35
Imperial,373261770870555,1,1068407735,47,43.04
Indulge Nation,571778066167555,1,416458637,44,61.35
Infinite Concrete,561519007079555,1,,,
Infinity,516363366359556,1,,,
Inspire,861905387074555,1,6990374715,166,52.14
Instant +,869313000069555,1,,,
Instant Maid,795239869158555,1,601479978,171,22.80
Instict,860632865987555,1,,,
Intense Eye,519298304970555,1,,,
Intergrates,575891523097555,1,,,
Izara,564964521152555,1,,,
Jabaroo,522225270057555,1,,,
Jagrav,569024990971555,1,,,
Jakubowski Jacobs And Reichert,324072076768555,1,1453057765,23,40.17
Jalpano,351759286997555,1,2851707980,36,40.17
Jaskolski  Dickens,570899804873556,1,2221718920,5,10.28
Jelly Ocean,563372890906555,1,,,
Jenkins Witting And Kerluke,565163030502555,1,,,
JenniferS,588812730950556,1,,,
Jerbby,113097773098555,1,549502861,14,62.69
Jerby Spot Cab,408085606198555,1,,,
Jester Joe,561050223952555,1,,,
Jivan Prabhat,512372138164555,1,6453308348,180,30.85
Jivika Ghee,219582298250555,1,2271276465,7,61.35
Jo  Jen ‘S Cake,308229734070555,1,33963154,21,61.09
Johnston Bauch And Gottlieb,299308673590555,1,3830312745,159,29.56
Jungle Kiss,578090832068555,1,417714720,22,61.48
Just Butter,866440632976555,1,3840584305,326,30.61
Just Fresh,281207519954555,1,97055555,1,40.17
Just It!,575026098969555,1,3379522770,564,11.26
Just Juisy,569891457277555,1,2188111443,60,11.48
Just Zest,493430552052555,1,,,
Justify,867801842967555,1,,,
Justilla,569217602386555,1,2352546444,7,61.35
Justy,765151092969555,1,1298738875,25,42.22
K Elements,867394721097555,1,,,
Karma,311705674169555,1,,,
Kautzer  Schuppe,512265342983555,1,,,
Keebler Inc,575952044866555,1,,,
Kertzmann  Bogan,354405503559555,1,39713637,1,61.35
Kiddoza,567510909886555,1,,,
King  Bernier,357812699950555,1,,,
King Jacobi And Grady,568446162578555,1,,,
Kirky,566931371376555,1,,,
Kirlin Llc,562928744958556,1,,,
Kitchen Crew,560405743906555,1,692624121,18,61.35
Kitchen Next,564795168906555,1,,,
Klove,403872644950555,1,,,
Knaughty,561651246179556,1,,,
Koelpin Welch And Dickens,578331400516555,1,,,
Kovacek  Leuschke,862813628969555,1,1483279340,38,42.40
Krupa,453129253088555,1,31899187,11,61.35
Kunj,511084066170555,1,,,
KyleeS Canning Fruit,561517001079555,1,2318567487,61,53.68
La Maison,563748034162555,1,531983461,22,27.36
La More,570267331070555,1,,,
Laasya,577509465086555,1,,,
Ladylove,453648569967555,1,,,
Lakin Cole And Batz,362020880516555,1,9524426350,58,61.52
Langoor,999281756452555,1,645300015,11,61.28
Langosh And Sons,310289264880555,1,3056610445,11,62.69
Langworth  Halvorson,567869663769555,1,,,
Larson Connelly And Emard,861328628987555,1,877496795,161,53.29
Latitude,317377385087555,1,64145415,59,51.40
Layne,572142811068555,1,,,
Leannon Dibbert And Wiza,867529924950555,1,,,
Lebro,994306253068555,1,776170160,112,40.34
Leed,317829163981555,1,1662007850,270,8.34
Leffy,578218064269555,1,,,
Lewis,300716260406555,1,6491681795,11,61.35
Lex,578419330068555,1,2669585933,43,59.69
Lick,577445724076555,1,,,
Licking,576149905169555,1,6863615439,140,32.34
Limbus,861972417988555,1,1090963870,34,40.17
Lindgren Group,563373559502555,1,5081320391,1006,64.34
Lipsip,765203950076555,1,96254174,15,61.57
LitBrite,561189403452555,1,,,
Little Kovacek And Schmidt,577555904676555,1,,,
Loboni,587717694088555,1,77055555,1,61.35
Lockman And Sons,563792057502555,1,621541951,157,39.57
Loewe,567682650058555,1,379,1,61.35
Love Root,518205045950555,1,,,
Love Twist,532919377179555,1,,,
Loveable,765290452950555,1,2783910479,138,19.83
Lueilwitz Turner And Erdman,203869653768555,1,,,
Luettgen  Hudson,359301962670555,1,,,
Luettgen Harber And Legros,525231115669555,1,4139541319,58,32.04
Lumeire,572722416988555,1,9640242391,563,24.77
Luv,567353870991555,1,,,
Luxor,456043234172555,1,,,
Lxtre,563411241050555,1,3267204310,157,13.64
Lytzon Company,560306107286555,1,,,
Mad  Better,863643877179555,1,,,
Mad Away,353394856157555,1,,,
Mad Kind,286989444170555,1,,,
Mad Macho,766624081999555,1,2100003297,89,62.87
Mad Micron,572380403088555,1,,,
Made Up Cake,860878617073555,1,9509775428,40,9.88
Magma,525349150356555,1,6506787987,200,33.85
Magnum,531330000192556,1,,,
Mankind,297560711950555,1,,,
Mann Spencer And Walter,869391030850555,1,2194659844,62,24.67
Mante  Stehr,766651728967555,1,1707532195,49,40.17
Marquardt Group,579870590868555,1,,,
Mastic,474211856959555,1,,,
Max,563932644971556,1,,,
Maxvibe,562638418179555,1,,,
Maxwin,299381389981555,1,3593135480,136,49.20
Maxxize,303423951060555,1,,,
Maylizz,510425098179556,1,,,
Mccullough And Sons,868373452670555,1,6081443088,79,21.01
Mckenzie Llc,560147238522555,1,9104708068,166,30.69
McMummen,566788706170555,1,,,
Meadows,519097425063555,1,13870974,3,8.34
Meluna,573717856197555,1,17691110,2,40.17
Melvinn Surprise,314722318997555,1,5684553028,54,61.70
Mertz  Macejkovic,367326639999556,1,4182950188,20,31.17
Meryl,384772296058555,1,6980663174,153,42.54
Mesmerry,563198246061555,1,4055021803,239,15.92
Mess Up,564427636058555,1,,,
Meteor,561660371356555,1,,,
Metrone,290630107376555,1,,,
Midtown,498122608197555,1,,,
Millennia,766541705952555,1,,,
Mimimal,579234761057555,1,,,
Mine,417869638968555,1,,,
Mingles,564673058983555,1,,,
Minima,453121159989555,1,466176851,71,57.33
Minimum Hexa,569495754278555,1,,,
Minimus,562029616098555,1,,,
Mishka By Handmade,569675348359555,1,,,
Miss Mariya,361571511172555,1,622466665,3,61.35
Miss Tasty,566879853096555,1,733686689,34,30.69
Misty,207300552073555,1,,,
Mix Up,561919306170555,1,,,
Mobiair,490198378162555,1,,,
Mobius,579261127971555,1,,,
Modern,571194484952555,1,,,
Modicrumb,523213976154444,1,2809065128,229,46.87
Modicrumb Cake,573637714168555,1,,,
Moltantric,576486232053556,1,,,
Moltonic,568869140950556,1,,,
Mon Jovi,863592173198556,1,,,
Mondicil,575006462956555,1,6925651355,117,38.69
Mondo Tva,567078776386555,1,554488464,40,16.77
Monk Ease,561660389359555,1,,,
Monque,575035014070555,1,1051480542,400,13.62
Montake,568073980981556,1,,,
Montana,568859176968555,1,,,
Montauk Mantra,577313128960555,1,13753620,4,61.35
Monte,404958618950555,1,,,
Mood Lantern,860311666071555,1,,,
Mood Lighting,369679377968555,1,4872525830,196,16.46
Mood Masti,209680979450555,1,,,
Moon Milk,860525341157555,1,110647244,17,61.35
Moonshine Wagon,569420693169555,1,,,
Moose Hair Gel,575638207959555,1,,,
Moot Guru,575891432097555,1,,,
Moovez,575719809956555,1,172191934,20,52.62
Moral Cowboy,112399279073555,1,2275631479,21,24.23
More,273152962197555,1,,,
Moretoll,113146760952555,1,2086561700,140,41.59
Moriarty,563661847073555,1,8103567413,3,30.69
Morissette  Towne,575179087518555,1,,,
Morissette  Zieme,303217932950555,1,3943791981,336,46.17
Mosciski Walker And Reichel,375366298574555,1,239307129,224,51.82
Mossava,399540092179555,1,,,
Mother Spices,799269557452555,1,1416269340,32,61.35
Mountain Mud,265361654070555,1,,,
Mousse Maple,577439778100555,1,639050312,52,62.69
Moveflex,569097913151555,1,1041885283,49,32.04
Moxi Biloxi,454534228972555,1,610171960,72,59.19
Moxy Turtle,969921987407555,1,,,
Mr 247,860445870164555,1,,,
Mr Chaser,365641542997555,1,2496349636,5,61.35
Mr CupASoup,571458790406555,1,5645820,1,61.35
Mr Little Fingers,575763369966555,1,,,
Mr Mackin,868397113068555,1,263736263,47,19.59
Mr Mercurial,514120600158555,1,4249646309,77,24.35
Mr Nancy,577033510088555,1,1972551321,51,21.40
Mr Particular,209382945409555,1,,,
Mr Pin Action,797214536179555,1,,,
Mr Prohibition,569368787066555,1,1417280892,46,30.58
Mr Rubber Room,458710164961555,1,642283374,28,61.35
Mr Scoopy,269475922087555,1,,,
Mr Soil Sample,862760647969555,1,,,
Mr Successor,576099217058555,1,89865555,1,61.35
Mr Sunnymoon,863764044906555,1,,,
Mr Ten Pin,473007701060555,1,9959417844,9,41.82
Mr Unexplainable,511090865359555,1,,,
Mrs Fruity,511091523350555,1,,,
Mrs Webley,595022083277555,1,,,
Ms Beehaven,575820324956555,1,,,
Ms Demeanor,563165387196555,1,9628474537,292,14.12
Ms Marx,569677452359555,1,,,
Mudlyn,586211537279555,1,2842329210,52,62.69
Mudrick Forest,567071977386555,1,8841148058,118,12.75
Mum,867217561987555,1,,,
Mumble Be,577855488196555,1,1136142942,123,58.55
Mumble Bee,577373496066555,1,,,
Munchkin,571288965078555,1,3364792630,48,30.99
Musanpoly,386454792907555,1,,,
Muse Hacker,577594465054555,1,149080696,19,61.35
Muse Lee,866029015971555,1,78321014,12,61.35
Mute,569304293866555,1,,,
My Bad,418507625179555,1,,,
Mystic Blowout,460648618170555,1,,,
Mystic Poppy,516084614350555,1,,,
Nabbing,563987998192555,1,5696170653,115,23.88
Namedness,575687750367555,1,1509557710,2,61.35
Nanna Banana,566891864376555,1,,,
Nano Bait,587746073400555,1,,,
Napping,569647107388555,1,,,
Narrow Barrow,561179471266555,1,,,
Nasal Picnic,517451838059555,1,,,
Nasdact,968716364900555,1,,,
Nasdaquiri,566797964289555,1,,,
Nasty Good,568112737063555,1,,,
Natural Engage,469121423194555,1,,,
Natural Roots,964350057157555,1,,,
Nature Root,565385884169555,1,655555,1,61.35
Naturesip,469797648197555,1,,,
Needles Penthouse,563343113063555,1,,,
Needles To Say,495120902978555,1,,,
Neitsche,471412836191555,1,1175769914,122,48.25
Neptide,562539830387555,1,,,
Nerd,292181299354555,1,,,
Nero,375684997272556,1,,,
Nerve Saw,700875351090555,1,1891752663,17,30.69
Netplosive,112110963977555,1,,,
NeuroVictory,296637108518555,1,204584188,7,61.35
Neutrino,519851773099555,1,,,
Never No,795211080088555,1,,,
Nevsky Prospects,586923802408555,1,,,
New Dad,363929644981555,1,7420480928,67,21.40
New Sense,588896158952555,1,,,
Newly Wedlock,576411022276555,1,,,
Newton,595977082978555,1,114666660,12,61.35
Nexost,578412945170555,1,,,
Next Gel,569830760197555,1,,,
Nibbing,578463849198555,1,5566913150,430,12.77
Niblick,577025906169555,1,17751020,10,61.33
Nicey Nice,577974806289555,1,1758929689,1371,61.77
Nicking,795368401102555,1,,,
Nicolas  Brekke,587499861670555,1,4124242989,143,25.01
Nicolas  Wilderman,575824880581555,1,9066376943,475,20.41
Nicolt,479151669174555,1,,,
Nienow Grant And Boyle,576601154502555,1,462094637,44,21.97
Nifty Glob,579916452991555,1,226499995,9,61.35
Nightlight,514960355100555,1,390946515,76,40.17
Nimming,525441252100555,1,4197284715,630,11.14
Nippily,568273042179555,1,,,
Nipping,511813928068555,1,,,
Niquent,570603461169555,1,10253535,7,44.22
Nirwana,578007119906555,1,1232743979,124,62.74
Nitpick,862325153072555,1,274059082,6,61.35
Nitro Clothing,860108641163555,1,501445276,10,61.35
No Harm No Charm,511045513979555,1,,,
No Pun Intended,869315122179556,1,,,
Nobbily,563374514507555,1,,,
Nocking,595699652197555,1,,,
Noise Blossom,868770899070555,1,9610989455,205,17.81
Nonjury,563761680287555,1,,,
Nonzero,567387862983555,1,1811508818,95,27.69
Norniata,569355824106555,1,,,
Norse Code,523715311088555,1,,,
Norseback,475061944906555,1,35424651,34,59.47
North View,868824472906555,1,8190654350,377,27.93
Noviss,572210337163555,1,1266110,2,46.42
Nozzles,569466292086555,1,,,
Nudnick,567663569366555,1,,,
Nudzhes,275651649098555,1,,,
Numbing,577181632366555,1,,,
Nutrifirst,283966165251555,1,,,
Nuzzler,562890563386555,1,,,
Nuzzles,595758902061555,1,,,
Nymphae,563670295063555,1,91969287,7,10.87
Nymphet,486589988163555,1,,,
Nymphos,569413755062555,1,,,
O2,481027337079555,1,,,
Obeko,577094629057555,1,,,
Obloquy,569925933906556,1,,,
Obsequy,309725039097555,1,185935815,13,61.35
Ocean Aster,513490905376555,1,,,
Ocean Kit,564771977170555,1,584966830,87,38.97
Oddio,390164641971555,1,3709236080,338,23.86
Ode Ossi,577032951088555,1,,,
Odessy,572384597088555,1,,,
Odorize,350416934386555,1,4160595885,7,10.03
Offcuts,564536446386555,1,,,
Offence,477198621269555,1,890909090,1,61.35
Offramp,400859729900555,1,,,
Okuneva And Sons,576020328769555,1,,,
Old Touch,564084005096555,1,534728509,62,30.77
Olson  Miller,515565452676556,1,,,
One Ride,567606618367556,1,,,
Oneal,567779043266555,1,5515101011,3,30.69
Onlybake,563153512197555,1,,,
Ooey Gooey,587744274266555,1,,,
Opaqued,405193056100555,1,,,
Opaques,518932889069555,1,,,
Openew,860245708268555,1,,,
Operate,566650706256555,1,,,
Oraface,562246046958555,1,,,
Oran,567606618367555,1,,,
